,instrument,instrument_family,instrument_source,note,pitch,qualities,velocity
bass_synthetic_033-093-127,417,0,2,106228,93,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_010-036-050,219,3,0,128270,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
mallet_acoustic_047-069-100,488,5,0,180061,69,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
flute_synthetic_000-055-025,82,2,2,138361,55,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_068-093-050,656,0,2,267154,93,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
keyboard_electronic_078-055-100,838,4,1,293650,55,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_037-046-075,387,7,0,105619,46,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
keyboard_electronic_002-023-075,50,4,1,295521,23,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
bass_electronic_025-057-100,872,0,1,276625,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_057-024-050,701,6,1,256212,24,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_030-096-100,642,3,0,60049,96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",100
mallet_acoustic_062-056-025,644,5,0,124471,56,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",25
bass_electronic_025-053-025,872,0,1,149190,53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_134-070-075,914,0,2,201351,70,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",75
guitar_electronic_028-064-100,510,3,1,29898,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_023-095-050,224,7,0,98448,95,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
organ_electronic_057-049-075,701,6,1,288015,49,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_015-044-075,121,1,0,83451,44,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
bass_synthetic_033-033-127,417,0,2,96321,33,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_030-106-025,642,3,0,125839,106,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",25
keyboard_acoustic_004-095-100,327,4,0,202418,95,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
brass_acoustic_046-087-075,414,1,0,38098,87,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",75
keyboard_electronic_001-079-075,40,4,1,288055,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_002-100-127,50,4,1,232750,100,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
mallet_acoustic_056-111-075,590,5,0,160909,111,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-041-127,656,0,2,276953,41,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_009-011-025,150,0,2,238076,11,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",25
brass_acoustic_059-039-100,572,1,0,5579,39,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
flute_synthetic_000-077-025,82,2,2,28945,77,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_046-079-127,414,1,0,88037,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_003-073-025,65,4,1,139689,73,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_069-088-025,805,4,1,158953,88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_098-063-100,905,4,1,231644,63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
organ_electronic_007-083-050,123,6,1,215178,83,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
reed_acoustic_023-077-127,224,7,0,71639,77,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",127
reed_acoustic_023-076-050,224,7,0,118721,76,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
guitar_acoustic_010-082-025,219,3,0,106150,82,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_electronic_025-058-050,872,0,1,141641,58,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_135-087-075,927,0,2,198536,87,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-052-127,316,3,0,158787,52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
bass_synthetic_098-098-075,803,0,2,198083,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-058-127,656,0,2,203361,58,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_057-065-050,450,8,0,122459,65,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",50
keyboard_electronic_002-103-127,50,4,1,36854,103,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
organ_electronic_007-085-075,123,6,1,16545,85,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
brass_acoustic_006-052-025,43,1,0,72445,52,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_135-021-100,927,0,2,254262,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_synthetic_000-029-100,577,4,2,295752,29,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",100
bass_electronic_025-026-127,872,0,1,160210,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_022-053-025,378,3,1,303733,53,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_098-053-127,803,0,2,187312,53,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_069-083-100,805,4,1,302027,83,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
string_acoustic_080-034-025,675,8,0,103584,34,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",25
bass_synthetic_134-048-025,914,0,2,264900,48,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_electronic_098-060-075,905,4,1,89724,60,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-027-075,316,3,0,147815,27,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
keyboard_acoustic_004-089-075,327,4,0,95432,89,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_electronic_002-091-100,50,4,1,279339,91,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
brass_acoustic_046-083-127,414,1,0,18048,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_021-048-100,457,3,0,141353,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_018-080-075,183,7,0,5839,80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
vocal_synthetic_003-107-100,37,10,2,51543,107,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
mallet_acoustic_062-032-100,644,5,0,131023,32,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",100
string_acoustic_012-048-075,97,8,0,53604,48,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",75
flute_synthetic_000-050-075,82,2,2,140040,50,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_113-080-100,958,6,1,268860,80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_030-104-075,642,3,0,166439,104,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",75
bass_synthetic_068-024-025,656,0,2,259253,24,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_007-092-100,123,6,1,284402,92,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",100
mallet_acoustic_047-086-100,488,5,0,62720,86,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
guitar_acoustic_014-088-127,263,3,0,58513,88,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
keyboard_electronic_098-029-100,905,4,1,114702,29,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_046-065-127,414,1,0,1028,65,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_012-038-050,97,8,0,4901,38,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
keyboard_electronic_001-073-025,40,4,1,301220,73,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_015-061-025,316,3,0,175658,61,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
keyboard_synthetic_000-060-100,577,4,2,296294,60,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",100
string_acoustic_012-033-025,97,8,0,60670,33,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_007-086-075,123,6,1,232534,86,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",75
organ_electronic_113-048-100,958,6,1,201066,48,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_011-077-127,104,7,0,134052,77,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
string_acoustic_012-048-127,97,8,0,102350,48,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
organ_electronic_104-079-025,921,6,1,263909,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_057-059-050,701,6,1,275152,59,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
organ_electronic_028-095-075,440,6,1,109638,95,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_synthetic_000-070-050,577,4,2,267757,70,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50
organ_electronic_057-084-050,701,6,1,289069,84,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_134-048-100,914,0,2,156020,48,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
guitar_acoustic_015-086-025,316,3,0,137140,86,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",25
mallet_acoustic_056-101-075,590,5,0,81245,101,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-024-127,82,2,2,128131,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_021-063-075,457,3,0,107000,63,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_001-089-075,8,6,1,111070,89,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_014-051-075,263,3,0,42974,51,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_022-060-127,378,3,1,106844,60,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_069-073-127,805,4,1,232202,73,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_acoustic_014-106-050,263,3,0,179489,106,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",50
brass_acoustic_015-067-100,121,1,0,1252,67,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_electronic_002-057-025,50,4,1,163266,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
bass_synthetic_068-039-075,656,0,2,253867,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_011-069-075,104,7,0,55342,69,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
reed_acoustic_018-083-100,183,7,0,113376,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
reed_acoustic_011-040-075,104,7,0,36512,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_electronic_003-064-075,65,4,1,281477,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-099-075,82,2,2,138899,99,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
bass_synthetic_068-085-127,656,0,2,256364,85,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_003-030-127,65,4,1,252545,30,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-038-050,701,6,1,277204,38,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_001-025-127,40,4,1,143174,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-074-050,914,0,2,146310,74,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]",50
keyboard_electronic_069-049-025,805,4,1,279509,49,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_015-035-050,316,3,0,151200,35,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",50
flute_synthetic_000-084-127,82,2,2,85545,84,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
guitar_electronic_028-028-075,510,3,1,146486,28,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_028-043-050,510,3,1,173202,43,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_028-090-075,510,3,1,167734,90,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_062-053-025,644,5,0,45171,53,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",25
mallet_acoustic_056-038-075,590,5,0,121676,38,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
keyboard_electronic_069-041-075,805,4,1,280973,41,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
keyboard_synthetic_000-055-127,577,4,2,293259,55,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",127
organ_electronic_057-076-025,701,6,1,298163,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_016-077-025,128,1,0,12684,77,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_057-039-025,701,6,1,278695,39,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_057-068-075,701,6,1,173809,68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
brass_acoustic_016-068-100,128,1,0,73294,68,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_027-062-127,880,0,1,239079,62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_046-056-025,414,1,0,79340,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_006-059-100,43,1,0,73255,59,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
guitar_acoustic_030-022-100,642,3,0,101603,22,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",100
keyboard_electronic_098-091-127,905,4,1,251857,91,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",127
keyboard_electronic_003-050-025,65,4,1,267440,50,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
keyboard_electronic_002-036-075,50,4,1,157590,36,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",75
guitar_electronic_028-078-127,510,3,1,45869,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_078-061-100,838,4,1,276198,61,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_009-024-100,150,0,2,243241,24,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100
guitar_acoustic_010-096-100,219,3,0,53375,96,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
vocal_synthetic_003-083-075,37,10,2,17413,83,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
organ_electronic_113-029-100,958,6,1,287237,29,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_059-048-100,572,1,0,82114,48,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
keyboard_electronic_003-035-100,65,4,1,128161,35,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_098-043-050,905,4,1,261542,43,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_001-075-100,40,4,1,269619,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_018-029-050,759,0,1,268780,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
reed_acoustic_011-037-050,104,7,0,44407,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_098-075-050,905,4,1,297278,75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_034-034-100,420,0,2,236313,34,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",100
bass_synthetic_098-065-025,803,0,2,215916,65,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_001-094-127,8,6,1,69213,94,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_098-045-075,905,4,1,134309,45,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",75
mallet_acoustic_047-067-075,488,5,0,70668,67,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
keyboard_electronic_069-058-100,805,4,1,126679,58,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_015-039-127,316,3,0,74536,39,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",127
organ_electronic_113-035-100,958,6,1,185607,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_electronic_022-074-100,378,3,1,193807,74,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_synthetic_000-100-127,577,4,2,239544,100,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",127
bass_synthetic_033-078-025,417,0,2,238386,78,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_056-077-100,436,8,0,65897,77,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",100
flute_synthetic_000-021-025,82,2,2,131994,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
guitar_acoustic_014-089-075,263,3,0,59061,89,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",75
reed_acoustic_023-067-100,224,7,0,40707,67,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",100
brass_acoustic_059-054-025,572,1,0,63153,54,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_098-064-050,803,0,2,228751,64,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_002-071-050,50,4,1,296117,71,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_034-056-025,420,0,2,148810,56,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",25
bass_electronic_025-062-100,872,0,1,24519,62,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_electronic_078-034-127,838,4,1,144608,34,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
mallet_acoustic_056-053-100,590,5,0,114716,53,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",100
keyboard_electronic_003-041-127,65,4,1,193988,41,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_059-050-050,572,1,0,38196,50,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",50
bass_synthetic_068-052-127,656,0,2,170820,52,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-026-025,914,0,2,269186,26,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
vocal_synthetic_003-068-127,37,10,2,1149,68,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",127
bass_synthetic_068-086-075,656,0,2,90094,86,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_015-077-050,316,3,0,180459,77,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",50
guitar_acoustic_030-104-127,642,3,0,152226,104,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",127
organ_electronic_028-087-100,440,6,1,297801,87,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_009-060-025,150,0,2,54973,60,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",25
keyboard_electronic_078-055-127,838,4,1,299312,55,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_037-066-100,387,7,0,29229,66,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",100
string_acoustic_014-048-100,100,8,0,113306,48,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",100
flute_synthetic_000-063-025,82,2,2,129035,63,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25
string_acoustic_014-035-025,100,8,0,83425,35,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
brass_acoustic_015-041-075,121,1,0,21688,41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",75
organ_electronic_007-021-075,123,6,1,218137,21,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",75
vocal_synthetic_003-078-050,37,10,2,10297,78,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",50
reed_acoustic_037-045-100,387,7,0,623,45,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",100
organ_electronic_057-083-100,701,6,1,197423,83,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
guitar_acoustic_010-088-075,219,3,0,164059,88,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
guitar_acoustic_010-098-075,219,3,0,19247,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
flute_synthetic_000-089-050,82,2,2,65010,89,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_018-057-127,759,0,1,213348,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
brass_acoustic_015-041-127,121,1,0,61003,41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
mallet_acoustic_056-120-025,590,5,0,58299,120,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
organ_electronic_028-072-127,440,6,1,120318,72,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",127
reed_acoustic_011-057-050,104,7,0,57926,57,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_018-056-050,759,0,1,239360,56,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_028-048-100,510,3,1,162421,48,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
brass_acoustic_006-086-127,43,1,0,40389,86,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",127
reed_acoustic_018-076-050,183,7,0,124793,76,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_electronic_028-091-100,510,3,1,164398,91,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100
bass_synthetic_135-028-100,927,0,2,255064,28,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100
bass_electronic_025-059-075,872,0,1,117406,59,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75
organ_electronic_113-043-100,958,6,1,194462,43,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",100
keyboard_acoustic_004-083-025,327,4,0,302040,83,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",25
string_acoustic_057-086-050,450,8,0,89529,86,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",50
string_acoustic_057-087-127,450,8,0,31311,87,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",127
bass_electronic_027-048-050,880,0,1,224501,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_098-049-050,905,4,1,282626,49,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
reed_acoustic_023-081-050,224,7,0,26670,81,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50
keyboard_synthetic_000-060-050,577,4,2,300305,60,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50
vocal_synthetic_003-080-025,37,10,2,55653,80,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25
bass_electronic_025-023-050,872,0,1,138700,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_electronic_025-046-025,872,0,1,224791,46,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25
organ_electronic_028-036-075,440,6,1,296391,36,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",75
vocal_synthetic_003-049-100,37,10,2,44722,49,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100
string_acoustic_057-087-025,450,8,0,12058,87,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",25
guitar_acoustic_021-043-127,457,3,0,38594,43,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
keyboard_electronic_002-050-127,50,4,1,222248,50,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",127
bass_synthetic_134-047-127,914,0,2,252223,47,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",127
brass_acoustic_015-056-050,121,1,0,36828,56,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",50
bass_synthetic_034-060-127,420,0,2,194245,60,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",127
keyboard_synthetic_000-108-025,577,4,2,203875,108,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",25
keyboard_electronic_002-087-025,50,4,1,291230,87,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",25
bass_synthetic_134-093-025,914,0,2,114800,93,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",25
reed_acoustic_011-068-127,104,7,0,109107,68,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_057-054-050,701,6,1,227989,54,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
keyboard_electronic_001-107-025,40,4,1,244419,107,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",25
guitar_acoustic_015-075-025,316,3,0,171179,75,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",25
bass_synthetic_134-053-127,914,0,2,166432,53,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",127
organ_electronic_028-098-050,440,6,1,186867,98,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
guitar_acoustic_014-052-127,263,3,0,14687,52,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127
organ_electronic_001-059-025,8,6,1,202618,59,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
brass_acoustic_006-076-025,43,1,0,49006,76,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",25
organ_electronic_057-035-050,701,6,1,7956,35,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
bass_synthetic_009-026-127,150,0,2,224553,26,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",127
bass_synthetic_068-038-025,656,0,2,281055,38,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25
